First_pokemon,Second_pokemon,Winner
792,400,792
300,669,669
155,212,155
779,473,473
548,185,548
753,793,793
21,25,25
765,521,521
709,318,709
251,436,436
255,582,582
392,362,362
505,270,270
668,381,381
581,287,581
529,788,788
541,79,541
355,521,521
408,10,408
405,740,740
601,474,474
631,217,631
769,290,769
593,171,171
177,404,177
376,196,196
241,119,119
235,304,304
155,220,155
102,149,149
28,563,28
114,597,597
153,462,153
472,505,472
346,450,450
31,350,350
287,791,287
792,457,457
99,462,99
786,180,786
710,771,710
599,748,748
167,117,167
678,188,678
361,222,361
516,150,516
530,430,430
552,44,552
769,68,68
686,351,351
292,410,410
125,469,125
504,225,225
659,77,659
44,42,44
181,126,181
256,502,502
203,764,764
2,394,394
687,359,687
156,531,531
416,282,282
15,248,248
108,174,108
91,317,91
539,110,110
637,446,446
422,537,422
6,47,6
273,65,65
163,439,163
663,787,663
537,531,531
599,259,259
241,163,163
683,174,174
128,693,693
607,737,737
538,750,750
773,204,773
285,185,185
260,671,260
8,348,8
554,292,554
392,267,392
201,692,692
337,297,337
299,259,259
448,204,204
476,563,476
312,245,245
235,30,30
491,658,658
577,745,745
93,15,93
700,540,540
624,98,98
778,619,778
230,139,139
298,316,316
650,763,650
773,330,773
137,537,537
135,73,135
120,330,330
320,45,320
586,139,586
447,152,152
555,187,555
199,627,199
681,567,681
571,116,116
421,502,421
149,790,149
501,453,453
726,468,726
238,686,686
615,309,309
713,463,713
101,24,24
702,589,702
281,208,281
251,596,596
104,345,104
80,480,80
289,778,778
5,599,5
396,754,396
713,123,713
71,76,71
212,586,586
182,186,186
305,425,425
458,706,706
162,595,162
366,94,366
451,10,451
375,212,212
274,155,155
428,169,428
582,654,654
386,60,60
553,393,553
483,473,483
567,331,567
747,581,747
789,712,712
404,345,345
637,30,30
52,365,365
542,302,542
235,370,370
563,180,563
410,768,410
414,466,414
412,488,488
793,432,432
441,113,441
192,229,192
389,678,678
713,750,713
412,176,412
590,383,590
428,759,428
378,796,796
350,500,350
385,507,507
406,234,234
250,55,55
508,623,623
180,620,620
14,216,216
764,119,119
195,118,195
363,286,286
624,645,645
502,784,502
297,526,526
293,418,418
129,710,710
617,10,617
683,25,25
409,205,205
667,279,279
444,186,444
400,565,565
370,582,582
425,241,425
186,444,444
542,219,542
498,205,205
482,544,544
79,328,328
369,680,369
680,677,677
43,657,657
752,148,148
784,442,442
746,239,746
456,682,682
327,484,484
2,609,2
611,449,611
567,448,448
197,498,498
308,544,544
293,575,293
396,401,401
439,36,36
425,244,425
378,426,426
342,459,342
310,407,407
373,312,312
723,438,438
167,610,610
147,28,147
253,561,253
397,550,550
133,709,133
340,579,340
167,584,167
511,667,511
653,562,562
157,449,157
173,621,621
245,775,245
418,570,418
262,658,658
515,461,515
113,706,113
121,296,296
161,771,771
414,395,414
98,581,581
447,14,14
204,510,204
589,569,589
350,278,350
791,515,791
688,403,688
165,4,165
388,608,608
626,767,767
22,359,22
51,331,51
727,178,727
61,143,61
605,461,461
341,647,341
710,519,710
660,167,167
323,349,349
49,15,15
469,147,147
24,319,24
370,654,370
518,56,56
387,454,387
780,107,780
625,368,368
524,719,524
797,285,797
578,557,557
132,628,132
329,29,29
767,681,681
770,724,724
514,272,272
163,768,163
272,277,272
603,71,71
244,205,205
763,685,685
192,745,745
555,520,520
799,691,691
785,650,785
653,244,244
775,340,340
797,610,797
134,542,542
346,474,474
218,135,135
107,155,155
315,651,651
359,676,359
359,670,670
130,712,712
781,297,781
661,189,661
323,551,551
82,16,16
694,619,694
499,337,499
252,239,239
641,52,641
355,109,355
623,101,623
799,359,799
291,565,565
298,781,298
411,767,767
87,435,435
8,63,8
613,350,350
674,603,674
348,176,348
682,43,682
482,752,752
381,319,319
374,510,510
451,786,786
477,718,477
427,444,427
660,697,697
318,414,414
535,159,159
494,528,528
232,629,629
114,403,403
383,131,131
636,289,636
643,32,32
316,215,316
717,725,717
781,239,781
574,589,574
786,348,786
281,790,281
119,151,119
575,352,575
535,76,535
710,338,710
397,520,520
37,381,37
25,508,508
445,210,445
557,737,557
487,597,597
661,779,779
269,582,582
501,291,291
761,533,533
578,417,417
177,371,177
56,15,56
708,409,409
493,515,493
543,314,314
529,275,275
397,42,397
91,36,91
237,91,91
385,172,172
402,639,402
677,739,677
360,37,360
584,154,154
488,639,488
64,696,64
364,457,364
552,381,552
362,226,362
601,306,306
333,647,647
432,614,432
363,770,770
410,51,410
797,761,797
309,375,309
32,721,32
256,56,56
73,28,28
186,481,481
416,8,8
427,264,427
606,770,606
423,631,423
100,677,677
558,573,573
348,749,348
675,489,675
361,197,361
391,766,766
119,104,104
341,620,620
38,304,38
374,743,743
791,503,503
645,416,645
478,778,478
771,703,703
240,557,557
584,581,581
441,295,441
753,117,117
114,770,770
573,739,573
672,434,672
753,113,113
228,750,228
408,404,404
374,679,679
121,344,344
374,257,257
295,58,58
561,134,134
303,219,219
330,353,330
508,210,508
521,152,521
298,191,298
82,593,593
212,666,212
641,223,223
650,271,271
368,595,368
113,284,284
394,690,394
241,389,241
452,787,787
10,700,700
769,682,682
488,695,695
48,364,48
697,396,697
433,414,414
484,196,484
613,697,697
89,205,205
175,491,175
688,731,731
248,34,248
125,757,125
255,152,255
733,787,787
652,455,455
308,703,703
361,390,361
430,516,430
464,355,464
628,737,737
99,639,99
62,653,62
336,661,336
99,234,234
449,513,513
524,166,166
348,341,341
264,100,264
506,328,328
538,164,164
648,164,164
715,385,715
443,133,133
717,269,717
122,726,726
77,290,77
627,255,627
724,157,724
603,316,316
325,276,276
704,724,704
184,709,184
770,549,549
344,196,344
644,620,620
747,409,747
428,516,428
191,116,116
583,749,749
75,176,75
184,9,184
194,370,370
510,22,22
486,182,486
195,627,195
190,439,439
445,110,110
41,662,662
82,481,481
305,634,634
150,442,442
360,587,360
410,304,410
2,693,693
391,683,391
31,446,31
297,405,405
608,376,608
175,355,175
132,76,76
432,70,432
177,793,793
194,764,764
372,491,372
101,59,59
261,242,261
242,295,242
55,438,438
53,257,257
38,197,38
114,451,114
505,503,503
493,108,493
327,155,155
353,213,213
694,275,275
9,235,9
369,752,752
660,128,660
635,552,552
181,662,181
491,155,155
629,273,629
327,102,327
282,308,308
326,682,682
502,408,502
785,751,785
40,434,40
509,196,196
399,704,704
770,665,770
44,51,44
134,739,134
707,642,707
343,755,343
521,518,518
344,96,96
440,659,659
414,468,414
733,490,490
241,384,384
23,704,704
471,738,738
693,642,693
242,584,242
297,255,255
764,267,764
102,212,212
416,342,342
482,664,664
27,699,699
237,463,237
227,420,227
569,132,569
610,725,610
529,691,691
340,773,340
541,447,541
369,578,369
711,499,499
391,685,685
514,705,705
585,6,585
105,601,601
119,376,119
787,116,116
182,688,688
540,60,540
264,579,264
770,676,770
289,25,25
503,562,503
503,210,503
619,193,193
714,104,714
430,148,430
102,704,704
229,773,773
342,522,522
486,492,492
798,784,798
340,58,340
547,498,498
325,276,276
192,260,260
455,737,455
706,264,706
572,150,572
737,617,737
326,14,326
664,798,798
620,671,671
41,17,17
592,508,508
262,283,283
246,400,246
277,44,44
258,715,715
96,792,792
744,787,787
11,566,11
221,706,706
776,609,776
682,451,682
661,122,661
244,704,704
286,746,286
688,527,527
325,233,233
300,355,300
665,114,114
625,788,788
463,763,463
799,227,799
276,53,276
254,744,254
560,519,519
567,513,513
391,495,391
533,511,533
58,509,58
624,262,262
736,191,736
741,416,741
276,79,276
266,665,266
105,783,783
203,527,527
288,18,288
334,605,334
388,334,388
220,697,697
176,252,252
172,579,172
467,31,467
330,399,330
370,247,370
106,501,106
615,79,79
138,599,138
5,163,163
422,132,132
244,625,244
679,755,679
3,662,3
100,596,100
644,363,644
177,346,177
184,367,184
224,752,752
668,371,371
243,73,243
716,130,716
361,382,382
422,36,422
82,612,612
371,571,371
681,296,296
644,32,32
39,637,39
465,29,465
318,512,512
765,732,732
737,262,737
11,309,309
640,571,571
374,453,453
117,535,535
742,423,423
298,440,298
452,177,177
192,18,192
725,541,541
279,430,430
164,799,164
328,305,328
433,486,486
414,237,414
374,158,158
784,16,16
80,36,80
539,157,157
27,255,255
643,654,643
492,165,165
698,149,698
240,462,462
355,497,355
19,106,19
450,597,597
47,58,58
395,628,628
410,94,410
161,570,570
194,229,229
339,80,339
37,569,37
608,405,608
307,650,307
428,209,428
445,569,569
93,41,93
503,143,503
53,797,797
280,338,280
265,519,265
136,124,136
8,249,249
200,2,2
147,712,147
425,147,425
524,222,524
677,626,626
42,634,634
364,498,498
735,777,735
787,607,787
5,639,5
70,196,70
543,768,543
61,401,61
376,338,338
147,189,147
118,485,485
472,717,717
388,776,388
104,282,104
769,356,769
326,636,326
634,776,634
570,367,570
658,273,658
345,758,758
107,99,99
174,276,276
733,129,129
494,558,494
177,405,177
77,200,77
541,744,541
557,374,557
550,151,550
440,471,440
123,600,600
323,425,425
446,586,586
711,422,711
287,216,216
415,332,415
464,700,700
96,595,595
685,295,685
370,394,394
725,635,635
340,89,340
91,779,779
52,734,734
40,134,134
457,359,359
253,326,326
563,41,563
274,444,444
141,265,265
734,32,32
93,67,93
403,642,642
429,703,429
715,146,715
620,298,298
250,138,138
559,214,214
652,570,570
709,540,540
68,88,68
784,214,214
425,43,425
683,88,683
313,624,624
63,39,63
356,436,436
195,535,535
690,53,690
288,158,158
547,537,537
255,130,130
534,40,534
410,120,410
731,344,344
583,640,583
611,305,611
234,600,234
255,284,255
715,610,715
798,657,798
300,383,300
265,538,538
544,20,20
507,524,524
289,729,729
762,673,673
163,410,163
224,727,727
632,559,632
189,586,586
172,88,88
260,770,260
205,538,205
763,626,763
670,247,247
140,278,278
366,604,366
26,465,26
197,624,197
612,699,699
401,494,494
86,118,118
93,515,93
302,759,302
442,38,442
609,8,8
730,496,496
416,488,488
742,91,742
725,39,725
363,100,363
434,473,473
45,120,120
757,339,339
40,34,40
727,453,727
41,261,261
541,125,125
231,146,146
509,287,287
339,460,339
352,19,19
132,496,496
774,148,148
8,81,8
593,138,138
402,215,402
544,425,544
284,117,284
736,442,736
18,159,159
506,187,187
379,623,623
193,474,193
270,431,270
530,291,291
569,646,646
41,99,99
395,439,439
768,190,768
376,792,792
389,300,300
104,168,104
391,645,645
483,548,548
719,467,467
462,169,169
278,751,751
552,434,552
447,652,447
161,485,161
241,215,241
657,263,263
731,494,731
353,126,126
758,776,758
764,578,764
637,677,677
192,561,192
67,546,546
35,192,192
793,634,793
580,68,68
111,753,111
739,482,739
14,29,29
591,162,162
550,398,550
135,123,135
570,114,570
25,502,25
310,229,229
229,82,229
747,318,747
692,422,422
399,173,173
206,684,684
111,69,111
356,779,779
604,293,293
420,606,606
182,461,461
745,475,745
558,477,477
746,103,103
487,599,599
769,510,769
772,753,772
693,124,124
780,356,780
481,603,481
685,274,274
748,188,748
268,297,268
141,616,616
526,370,526
386,694,694
702,578,702
325,531,531
740,347,740
372,107,372
8,88,8
560,469,469
515,583,583
421,117,421
683,373,373
349,196,349
487,117,117
20,776,20
208,530,530
170,51,170
61,784,61
134,110,110
229,74,229
194,504,504
246,592,246
244,312,244
758,282,758
485,487,485
579,467,467
769,423,423
286,722,286
103,704,103
763,700,700
513,17,513
593,68,68
20,757,20
386,496,496
595,208,595
70,424,70
426,69,426
745,721,745
507,491,507
523,41,523
207,694,694
156,28,156
428,532,428
517,780,780
31,268,31
517,242,242
511,452,511
382,396,382
645,388,388
627,663,627
185,75,185
586,313,586
795,225,795
11,429,429
679,276,276
100,416,100
422,798,798
538,507,538
239,259,259
129,462,129
154,650,154
402,182,402
107,133,133
665,523,523
630,45,630
494,308,494
681,796,681
452,732,732
184,568,184
250,59,59
591,366,366
266,352,352
77,92,92
216,355,355
1,215,1
229,496,229
764,97,764
7,781,7
613,596,613
257,165,165
685,299,299
564,527,527
723,541,541
355,683,683
188,729,729
544,496,544
739,415,739
644,570,570
722,587,587
720,680,720
223,591,223
734,19,19
595,677,595
229,127,127
589,330,589
10,145,145
355,623,623
58,253,58
105,251,105
129,607,129
567,164,164
297,719,719
164,195,164
353,157,157
453,448,453
211,6,211
727,219,727
542,761,542
289,535,535
303,497,303
494,292,494
220,666,666
39,103,103
471,349,349
694,117,694
31,275,275
164,102,164
260,785,785
28,381,28
767,514,514
357,82,357
379,51,51
545,261,261
675,657,657
531,53,531
334,700,700
54,426,426
409,650,409
742,695,742
52,282,282
379,607,607
675,376,376
727,715,727
171,258,171
41,212,212
261,273,261
50,695,50
268,673,673
642,16,16
73,671,671
10,759,759
511,652,511
3,248,248
728,364,728
540,428,540
622,303,303
574,622,574
617,36,36
270,303,270
335,689,689
179,768,768
713,745,745
164,678,164
444,275,275
50,645,645
155,405,155
16,448,16
304,155,155
70,706,70
472,132,472
401,604,401
392,56,56
146,610,610
493,124,124
539,430,430
138,504,138
32,560,32
570,453,570
255,615,255
713,794,794
421,542,421
201,772,772
528,794,794
139,201,139
574,675,574
490,158,158
535,294,535
614,504,614
351,591,351
105,398,398
340,517,517
524,552,552
768,350,350
593,254,254
126,425,425
512,557,557
214,401,214
231,230,230
145,348,348
228,719,228
530,276,276
713,279,713
365,786,786
198,182,198
34,180,34
162,293,162
602,316,316
522,537,522
112,508,508
261,6,261
173,365,365
485,294,294
83,231,83
737,667,737
513,633,513
756,480,480
562,240,562
171,288,288
218,214,214
395,473,473
736,741,736
112,522,522
365,434,365
111,366,366
342,765,342
780,651,780
410,246,410
605,599,605
774,397,397
574,493,574
453,346,453
632,505,505
428,614,614
239,751,751
653,722,722
523,407,523
473,329,473
494,282,494
569,459,569
2,702,702
475,414,414
621,747,621
268,551,551
209,22,209
41,69,41
760,192,192
734,648,648
160,179,179
145,305,145
307,667,307
651,588,651
267,746,746
190,648,648
596,85,85
411,2,2
292,449,449
232,697,697
738,579,579
756,304,756
382,246,382
2,457,457
115,576,576
320,698,320
161,42,42
602,364,364
745,433,745
438,282,438
693,440,693
14,62,62
157,58,58
127,114,127
526,230,526
2,774,2
239,214,214
22,459,22
147,793,147
654,242,242
635,347,635
764,69,764
250,732,732
627,60,60
507,68,68
540,738,540
179,600,600
298,748,748
50,306,306
400,344,344
374,563,563
444,168,444
121,741,741
41,310,310
68,152,68
76,471,76
559,653,559
112,690,690
697,221,697
439,48,48
380,111,380
664,528,528
64,319,64
304,248,248
381,450,450
126,614,614
169,439,169
602,389,602
418,396,418
309,88,309
71,264,71
442,163,163
627,365,627
524,628,524
540,337,540
130,581,581
681,568,568
418,170,418
650,689,689
680,318,680
784,36,36
391,776,776
2,647,647
89,84,84
613,91,613
319,613,613
301,501,301
767,424,424
645,101,101
420,71,71
604,295,604
69,717,717
110,659,659
309,726,726
453,433,453
489,407,407
507,549,549
696,163,696
198,249,249
785,440,785
423,785,423
563,642,563
702,34,702
68,692,692
380,677,677
158,539,158
232,99,232
506,369,369
724,352,352
348,631,631
344,732,732
99,129,99
10,562,562
524,106,524
508,341,341
395,255,255
258,575,258
617,770,770
304,302,302
182,82,82
659,592,592
573,482,573
417,508,508
79,355,355
640,97,97
239,131,131
493,261,261
126,592,126
442,594,442
485,584,485
389,263,263
602,299,299
317,301,301
652,663,663
764,716,716
766,477,477
55,170,55
150,488,488
646,387,646
68,451,451
11,286,286
665,241,665
503,343,503
251,139,139
56,279,56
169,41,169
748,161,748
431,746,431
249,701,249
63,732,732
307,9,9
168,227,168
390,244,244
491,686,686
758,342,342
285,297,285
60,152,152
723,288,288
723,717,717
259,28,28
795,149,795
311,587,587
173,384,384
372,745,745
564,233,233
204,764,204
384,310,384
662,303,303
571,324,571
187,79,79
601,88,601
60,630,630
335,406,406
606,22,606
431,314,314
705,318,705
346,133,133
771,455,771
189,723,723
138,521,138
123,571,571
585,325,585
730,80,80
216,263,263
792,622,792
734,736,736
253,447,253
709,650,709
257,674,674
567,546,546
250,86,250
443,293,443
226,150,150
547,4,547
390,332,332
111,307,307
333,256,333
424,754,424
650,576,576
327,130,130
765,718,718
520,446,520
768,176,768
159,287,159
30,119,30
482,622,622
330,495,495
155,120,120
557,20,20
452,736,736
784,800,800
321,378,321
516,551,551
685,550,550
614,169,614
376,384,384
328,702,328
81,359,359
249,546,249
516,740,516
354,694,354
486,167,167
728,657,657
302,792,792
319,678,319
294,708,708
559,665,559
597,764,597
31,692,31
281,659,659
799,91,799
367,182,367
588,169,588
86,600,600
564,350,350
121,615,615
514,188,514
491,743,743
508,314,314
337,482,337
488,304,488
745,491,491
272,415,272
31,703,703
661,124,124
445,156,445
335,584,335
222,154,154
436,751,751
56,540,540
53,271,271
343,597,343
97,688,688
282,319,282
659,253,253
620,214,620
534,759,534
643,722,643
381,499,499
431,437,431
148,561,148
756,647,647
318,309,309
288,117,288
736,219,219
178,199,178
280,230,280
115,286,115
193,530,193
283,311,311
97,473,473
99,32,32
294,331,331
99,326,326
634,680,634
494,442,442
774,591,591
182,708,708
4,609,4
413,57,57
476,641,476
348,385,348
501,689,689
774,448,448
543,355,355
559,23,23
158,281,158
563,423,423
682,643,682
121,303,121
504,297,504
248,368,248
18,310,310
54,690,690
323,333,333
237,150,150
41,260,260
283,74,283
125,741,125
62,182,62
598,470,598
773,128,773
28,352,28
4,181,181
115,487,115
210,577,577
162,152,162
662,380,380
429,128,429
751,63,63
728,263,263
165,515,165
131,614,614
755,76,755
574,127,574
595,320,320
638,406,406
115,455,115
103,579,579
427,369,427
382,240,240
541,416,541
465,13,465
388,737,737
524,309,524
360,303,303
542,481,481
217,751,751
689,168,168
468,97,97
250,305,305
794,208,794
531,741,741
438,781,438
393,149,393
593,600,600
771,638,638
760,572,572
281,169,169
562,374,562
155,791,155
701,375,701
570,162,570
64,94,64
536,500,500
568,495,495
774,335,335
733,728,728
683,601,683
230,254,254
695,456,695
604,423,423
331,443,331
641,573,573
403,214,214
470,341,341
608,510,608
603,83,603
101,315,101
243,169,169
160,511,511
242,661,242
429,440,429
598,486,598
521,384,521
42,548,548
513,590,513
552,461,552
5,443,443
11,456,11
604,312,604
434,526,526
449,776,776
200,100,100
297,8,8
682,578,682
409,480,409
240,141,141
777,678,777
232,350,350
763,640,763
609,370,370
674,581,674
64,89,64
788,61,61
706,190,706
282,724,724
13,279,279
228,112,228
522,136,522
445,770,770
61,593,61
154,500,154
549,591,549
687,91,687
491,578,491
398,256,398
156,169,169
665,153,153
558,685,685
773,327,773
614,275,275
729,718,718
199,504,504
212,792,792
487,652,652
77,269,269
699,267,699
430,379,430
262,746,746
133,387,133
385,5,5
82,438,438
769,79,79
545,667,545
424,572,572
84,287,84
84,793,793
632,304,632
136,613,136
375,780,780
261,799,261
557,145,557
342,230,342
424,339,339
675,341,341
116,377,116
496,748,496
433,368,368
257,385,257
267,756,756
215,792,792
738,610,610
371,104,104
280,309,280
404,686,686
573,253,573
338,605,338
770,358,358
170,483,483
299,371,299
579,689,689
768,68,768
246,460,246
761,91,91
132,185,132
178,711,711
401,654,401
161,682,682
299,752,299
728,626,626
45,394,394
731,259,259
571,565,565
594,27,27
6,255,6
564,287,287
394,623,394
168,118,168
77,580,580
279,410,410
234,307,234
128,262,128
328,71,71
325,328,328
607,561,607
656,549,549
288,240,288
59,424,59
142,616,616
181,71,71
136,23,23
308,357,308
86,738,86
627,470,470
343,152,343
448,780,448
41,88,41
533,517,533
441,74,441
776,542,542
403,412,403
123,389,123
27,456,27
416,673,673
245,186,245
405,335,335
264,374,264
456,715,715
48,186,48
344,587,344
27,180,27
71,352,352
223,641,223
98,438,438
570,17,570
80,619,80
749,302,302
743,104,743
431,110,110
621,271,271
587,405,587
623,756,623
151,616,616
431,87,431
271,324,271
729,425,425
55,339,339
522,659,522
374,760,760
168,493,493
250,732,732
526,383,526
19,442,19
170,278,170
664,327,327
272,84,272
668,142,142
462,680,462
682,426,682
117,775,775
40,673,40
630,783,630
101,590,590
289,242,242
720,578,720
748,443,748
142,326,142
378,743,743
362,303,362
579,679,679
699,705,705
528,579,528
437,408,437
552,590,552
318,121,121
218,525,525
498,132,132
203,413,413
792,687,792
299,254,254
215,324,324
182,675,675
280,471,280
415,246,246
103,588,103
306,301,301
528,83,528
264,92,264
647,412,647
14,75,75
93,453,93
619,69,619
694,345,694
129,459,129
202,167,202
627,72,627
371,584,371
86,570,570
739,324,739
184,21,184
83,545,545
431,424,424
43,327,327
723,3,3
446,515,446
733,439,439
710,542,542
136,414,414
153,229,153
429,14,429
750,580,580
529,355,529
355,316,316
324,610,610
538,505,538
262,683,262
1,112,112
178,193,193
597,250,250
6,97,6
474,466,466
454,242,242
302,336,302
121,167,167
637,593,637
790,542,542
231,695,695
722,788,722
130,24,24
272,707,272
561,202,202
583,499,583
97,703,703
482,713,713
470,171,171
587,47,587
793,528,528
230,604,230
658,331,658
80,665,80
29,658,658
429,568,429
282,345,345
450,265,265
324,400,400
351,666,351
636,600,600
690,328,690
107,739,739
83,294,83
222,366,366
681,790,681
700,692,700
772,645,772
724,417,724
606,111,606
526,737,737
653,535,653
684,576,576
208,644,644
444,482,444
788,391,788
195,785,785
213,466,466
366,756,756
321,627,627
529,132,529
32,575,32
708,308,708
764,296,296
800,124,124
55,6,55
438,472,472
65,428,428
217,182,217
728,421,421
455,605,455
177,27,177
464,111,111
788,281,788
684,425,425
369,707,707
674,246,674
552,569,552
130,525,130
423,410,410
351,319,351
104,227,104
170,404,170
134,412,412
307,473,307
740,329,740
599,691,691
606,707,606
490,681,490
681,205,205
600,159,159
574,399,574
797,73,797
474,770,474
307,441,307
232,255,232
400,224,400
107,636,107
686,680,686
253,425,425
506,338,338
671,381,671
493,568,493
664,32,32
298,495,495
601,527,527
690,779,779
468,195,195
793,746,793
318,360,318
178,565,565
706,483,706
177,186,177
665,143,143
462,612,462
110,505,110
610,577,610
557,529,557
111,296,296
776,706,706
630,679,679
536,336,536
385,329,329
194,546,546
510,415,415
644,534,534
330,225,330
110,416,110
269,607,269
130,748,748
162,537,537
581,549,549
91,447,91
584,62,62
48,435,48
5,278,5
332,23,332
642,366,366
689,256,689
564,650,650
576,631,576
349,599,349
580,375,580
168,147,147
276,478,276
740,592,740
641,402,402
508,478,478
619,653,619
258,715,715
320,285,320
663,249,249
651,326,651
458,60,60
554,217,554
672,471,672
382,411,411
678,500,500
389,13,13
149,792,792
705,600,705
80,594,80
588,50,588
314,565,314
96,800,800
555,38,555
683,367,367
189,416,416
749,282,282
518,693,518
45,746,746
369,705,705
38,40,40
636,786,786
369,602,369
614,148,614
729,308,729
146,71,71
773,36,773
629,125,629
674,507,674
477,265,477
361,390,361
589,614,614
240,112,112
191,798,798
465,247,465
350,160,350
545,746,545
740,13,13
465,797,797
790,528,528
233,169,169
464,14,14
365,722,722
107,682,682
637,466,466
590,93,93
232,548,232
456,63,63
30,250,250
341,218,341
52,525,525
122,168,168
659,430,430
192,716,716
787,544,544
578,315,315
338,730,338
45,359,359
574,87,574
708,358,708
264,778,264
248,28,28
208,685,685
570,111,570
587,98,587
605,539,539
108,644,108
599,646,646
736,155,155
460,690,690
760,150,760
290,426,426
49,147,147
114,784,114
151,238,151
678,333,333
463,515,463
64,583,583
747,89,747
52,272,272
222,719,222
142,637,142
394,138,394
671,132,132
166,559,166
521,70,70
133,94,133
564,639,564
615,605,615
423,326,423
382,208,208
327,323,327
44,92,44
242,435,242
178,724,724
47,139,139
111,646,646
323,537,537
88,627,627
673,73,673
215,477,477
296,669,296
502,116,116
486,683,683
550,185,550
643,359,643
524,723,524
102,114,102
40,682,682
467,287,467
515,545,545
672,536,536
231,232,232
777,352,777
64,530,64
691,430,691
573,195,573
193,714,714
320,799,799
294,319,319
555,127,127
405,716,716
72,265,72
481,277,481
308,32,32
629,396,629
664,410,410
110,648,110
699,73,699
434,658,658
180,306,306
486,164,164
754,231,754
615,420,420
658,582,658
702,432,432
278,2,2
196,217,196
241,597,597
505,204,505
147,785,147
25,586,586
751,619,751
248,354,248
673,481,481
681,552,552
652,140,652
211,695,695
315,128,128
745,398,745
545,249,249
673,96,673
242,511,242
395,377,377
318,308,308
388,608,608
505,370,505
148,489,148
14,420,420
591,154,154
110,561,110
588,435,588
316,208,316
130,230,130
246,232,232
624,646,646
42,268,268
753,759,759
243,459,243
166,745,745
328,184,184
151,397,397
476,284,476
682,573,682
623,142,623
408,55,55
642,492,642
498,800,498
492,295,295
300,777,300
516,264,516
486,239,239
752,411,752
589,224,589
342,464,342
63,6,63
255,724,724
142,424,424
412,234,234
560,142,142
476,227,476
527,366,366
660,549,660
317,677,677
91,142,142
51,165,165
491,701,701
459,56,459
726,95,726
650,53,650
61,241,61
671,437,437
381,739,739
295,622,622
247,185,185
528,793,528
767,73,767
178,383,383
249,476,249
7,534,7
117,652,117
729,552,552
530,122,122
573,612,612
606,360,606
107,35,107
458,600,600
137,435,137
721,622,721
714,140,714
398,355,355
531,243,243
116,522,522
712,647,712
260,341,341
702,323,702
175,366,366
5,772,772
767,376,376
505,502,505
421,698,421
568,396,568
684,284,284
220,595,595
334,213,213
464,629,629
343,646,343
657,244,244
227,729,729
50,200,200
86,235,235
119,723,723
558,527,527
340,438,340
287,432,432
117,792,792
308,280,280
770,378,770
202,407,202
352,522,522
172,565,172
380,446,380
364,18,364
211,359,359
353,706,706
135,665,135
679,119,679
191,579,579
333,119,119
481,690,481
383,185,383
428,48,428
385,122,385
620,329,329
185,725,725
465,417,465
783,329,329
257,227,257
652,504,504
660,677,660
551,242,551
209,274,274
678,112,112
722,89,722
707,383,707
194,49,194
298,631,631
555,785,785
668,147,147
229,798,798
726,113,726
724,125,724
394,152,394
368,482,368
140,74,74
559,540,540
25,629,629
328,708,708
371,360,360
370,757,370
794,610,794
257,608,608
521,75,521
175,293,175
468,415,415
213,430,213
250,701,701
297,298,298
219,411,219
83,635,635
552,768,552
335,154,154
342,735,342
303,417,303
151,189,151
569,744,569
585,121,121
597,406,406
367,511,367
514,230,230
265,324,265
390,747,747
612,227,612
555,185,185
148,775,148
561,172,172
762,150,762
544,350,350
60,548,548
533,547,533
476,319,476
328,475,475
1,43,43
265,742,265
99,477,477
321,108,108
338,730,338
251,521,521
146,560,560
420,115,420
759,106,106
579,538,538
719,235,235
171,787,171
581,342,342
344,252,344
699,627,627
50,462,462
57,488,57
270,45,270
484,261,261
206,76,206
222,706,706
635,231,635
442,440,442
656,126,656
177,80,80
339,452,339
328,41,41
431,136,136
516,596,596
631,164,164
292,79,79
128,569,569
504,664,664
1,372,372
82,278,278
313,432,432
756,727,727
104,668,104
698,628,628
607,584,584
789,401,401
728,606,606
404,87,404
165,759,165
762,483,483
92,277,92
670,465,465
223,647,223
417,473,473
380,426,426
403,67,67
699,788,699
759,158,158
544,628,544
318,614,614
207,354,354
754,765,754
372,214,214
425,800,425
264,341,264
624,684,684
449,260,260
559,636,559
798,5,5
503,443,503
414,223,414
718,538,718
596,113,596
494,283,494
131,590,131
277,293,293
433,234,234
756,569,756
284,588,588
121,739,739
716,339,339
691,739,691
314,134,314
446,179,446
110,684,684
404,505,505
480,330,480
509,411,509
63,220,63
616,370,616
584,134,584
301,313,301
383,420,420
487,96,96
416,541,541
507,318,507
13,602,13
591,333,333
6,572,572
395,501,501
278,205,205
745,476,476
382,346,346
492,18,492
314,195,314
286,40,40
668,164,164
412,328,412
369,746,746
174,599,174
414,42,414
790,692,692
120,615,615
559,359,359
309,633,633
99,746,99
272,463,272
440,800,800
687,127,127
742,505,505
788,590,590
745,403,745
772,715,772
240,76,240
594,269,269
62,73,62
128,34,34
478,360,360
391,726,726
213,544,544
345,102,102
476,497,476
34,193,193
300,98,300
737,261,737
259,755,259
611,148,611
191,106,106
608,26,608
597,695,597
374,149,149
8,470,8
297,147,147
268,692,692
247,632,632
377,578,377
194,742,742
389,302,302
494,15,494
697,145,697
67,95,67
572,270,270
713,523,713
365,97,97
628,40,628
332,197,197
498,212,212
218,356,218
156,395,156
154,555,154
272,698,272
334,404,404
378,390,390
423,359,423
406,94,406
